"범죄별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"업무상과실치사상","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","860","794","768","791","789","782","847","842","888","948","963","986","982","1059","1076","943","1099","945","1025",
"실화","계","범죄발생부터 인지까지의 기간[건]","건","2163","1908","1902","1889","2072","2696","2437","2266","2070","2134","2054","2351","2409","2333","2386","2283","2603","2696","2162",
"실화","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","1008","690","627","595","807","1127","902","699","601","570","485","504","482","465","417","342","404","1915","1455",
"실화","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","49","52","55","47","85","166","159","119","89","96","98","74","69","65","67","41","64","319","268",
"실화","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","61","87","93","96","95","177","134","112","112","107","90","90","79","58","63","36","65","129","112",
"실화","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","99","94","118","97","110","113","80","70","74","55","47","52","52","50","45","27","26","86","71",
"실화","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","122","101","101","129","128","124","76","64","57","73","49","72","59","76","57","56","59","104","93",
"실화","2일 이내","범죄발생부터 인지까지의 기간[건]","건","85","88","104","78","89","96","105","96","60","61","53","68","48","54","66","48","50","29","41",
"실화","5일 이내","범죄발생부터 인지까지의 기간[건]","건","171","171","148","130","121","131","123","149","145","131","130","164","128","121","156","118","111","37","45",
"실화","10일 이내","범죄발생부터 인지까지의 기간[건]","건","108","127","108","112","92","105","132","169","118","137","171","209","167","191","194","162","161","16","24",
"실화","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","185","174","234","223","184","213","241","307","294","330","381","475","468","516","527","507","576","22","23",
"실화","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","164","208","213","256","245","300","353","355","410","445","445","510","544","601","654","750","811","18","16",
"실화","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","111","116","101","126","116","144","132","126","110","129","105","133","313","136","140","196","276","21","14",
"기타형법범죄","계","범죄발생부터 인지까지의 기간[건]","건","44181","52576","59333","65111","56005","63766","75117","77827","90270","99774","102156","97783","102907","105310","103200","92320","99908","96524","96562",
"기타형법범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","9485","13439","15496","15822","12765","14407","16963","15933","16340","15993","15156","13886","13671","13528","13001","12580","13887","29757","30119",
"기타형법범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1184","1963","2342","2855","2807","3773","5097","5409","5641","5355","4867","4011","3430","3097","2576","1932","1801","3103","2803",
"기타형법범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1399","2074","2608","2918","3422","4683","5992","7118","7809","7277","7004","5986","5760","5418","4712","3506","3548","2752","2289",
"기타형법범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1332","1923","2371","2495","2479","2930","3630","3915","4531","4655","4875","4645","5614","6026","5806","5514","6894","6185","4840",
"기타형법범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1565","2091","2743","3094","2027","1957","2405","2529","3181","3303","3477","3228","3825","4087","4083","4221","5603","12848","11715",
"기타형법범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1005","1296","1680","1891","1777","1892","2624","2811","3422","3739","3859","3841","3795","3954","4152","3590","3917","2743","3293",
"기타형법범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","2283","2561","3215","3666","3150","3243","4186","4351","5281","6058","6893","7120","7507","8216","8461","7288","7206","4201","5142",
"기타형법범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","2227","2687","3098","3327","2857","3198","3679","3724","4709","5506","6261","6402","7281","8221","8878","7776","7965","3258","4065",
"기타형법범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","4675","5265","5832","6130","5550","6164","7114","6844","8576","10308","11262","11321","13025","14620","15636","15042","15819","5564","7022",
"기타형법범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","6037","6340","6836","7524","6719","7353","8172","8021","10114","12114","12701","11804","12649","13534","13705","13330","14244","6215","7731",
"기타형법범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","12989","12937","13112","15389","12452","14166","15255","17172","20666","25466","25801","25539","26350","24609","22190","17541","19024","19898","17543",
"명예","계","범죄발생부터 인지까지의 기간[건]","건","8032","8795","11091","12954","12372","15351","19129","20717","26371","31114","29280","26054","28827","29938","30733","31409","35451","31201","30637",
"명예","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","219","474","1070","1486","1471","2068","2702","2797","3183","2981","2536","2295","2776","2956","3260","4206","5385","2940","4498",
"명예","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","12","61","164","284","391","659","973","1129","1213","814","581","412","400","384","315","265","267","340","269",
"명예","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","29","114","199","358","465","714","1126","1253","1433","972","716","566","549","516","446","359","364","281","277",
"명예","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","64","112","245","310","367","552","771","906","1009","918","817","841","1298","1476","1371","1654","2469","2093","1442",
"명예","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","174","242","445","630","442","468","624","722","938","1002","951","952","1237","1233","1237","1497","2502","4934","4255",
"명예","2일 이내","범죄발생부터 인지까지의 기간[건]","건","218","214","387","523","503","603","860","935","1245","1157","1129","1153","1146","1074","1032","951","1204","944","1322",
"명예","5일 이내","범죄발생부터 인지까지의 기간[건]","건","546","549","817","992","1003","1149","1347","1454","1968","2085","2175","2229","2266","2282","2325","2120","2014","1817","2484",
"명예","10일 이내","범죄발생부터 인지까지의 기간[건]","건","666","726","935","1042","868","1102","1355","1399","1821","2158","2470","2466","2634","2705","3048","2567","2517","1557","2003",
"명예","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","1511","1698","1939","2079","1952","2269","2776","2877","3583","4409","4820","4587","5096","5426","5742","5360","5254","2622","3557",
"명예","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","1862","1940","2163","2418","2216","2704","3031","3202","4003","5363","5584","4673","4915","5104","4805","5311","4841","3084","3776",
"명예","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","2731","2665","2727","2832","2694","3063","3564","4043","5975","9255","7501","5880","6510","6782","7152","7119","8634","10589","6754",
"권리행사방해","계","범죄발생부터 인지까지의 기간[건]","건","3676","3450","3163","3579","3180","3170","3343","4404","5338","6815","9191","12182","13482","12037","9221","6318","6106","6059","6972",
"권리행사방해","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","87","48","71","80","72","99","98","118","149","180","228","341","657","744","687","597","665","89","285",
"권리행사방해","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","5","8","3","6","12","11","5","9","6","6","10","11","17","7","13","11","22","21",
"권리행사방해","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","6","13","11","9","12","18","18","23","21","24","20","14","15","20","10","14","34","30",
"권리행사방해","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","13","14","18","15","25","26","28","38","67","79","80","128","564","608","479","325","371","570","498",
"권리행사방해","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","27","30","62","43","37","40","41","40","53","41","62","110","268","295","261","225","240","1489","1734",
"권리행사방해","2일 이내","범죄발생부터 인지까지의 기간[건]","건","19","21","33","21","27","33","26","39","51","41","79","88","116","152","109","109","119","33","63",
"권리행사방해","5일 이내","범죄발생부터 인지까지의 기간[건]","건","80","60","61","45","57","70","65","80","77","128","134","168","242","320","255","185","196","103","112",
"권리행사방해","10일 이내","범죄발생부터 인지까지의 기간[건]","건","116","118","89","92","83","81","101","91","118","166","262","291","439","497","428","365","346","156","191",
"권리행사방해","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","390","323","274","357","251","275","284","348","442","557","711","1041","1235","1238","1087","864","926","496","552",
"권리행사방해","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","579","571","502","596","480","467","562","616","819","884","1030","1568","1698","1613","1257","915","907","661","801",
"권리행사방해","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","2357","2254","2032","2316","2133","2055","2109","3011","3530","4712","6575","8417","8238","6538","4631","2710","2311","2406","2685",
"신용업무경매","계","범죄발생부터 인지까지의 기간[건]","건","9445","12545","14447","16313","13611","15325","19566","18970","21639","24068","24744","22744","23629","23107","22917","17574","18527","17901","17968",
"신용업무경매","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","2377","3773","4508","5131","3685","4353","5400","5017","5124","5582","5202","4768","4376","4037","3555","2644","2571","9268","8733",
