"죄종별","항목","단위","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"특가법(강도)","미성년(계)[명]","명","","","","","20","11","10","36","26","19","11","8","11","2","5","","2","2","5","","",
"특가법(강도)","미성년(남)[명]","명","","","","","19","11","10","36","26","19","11","8","11","2","5","","2","2","5","","",
"특가법(강도)","미성년(여)[명]","명","","","","","1","","","","","","","","","","","","","","","","",
"특가법(강도강제추행)","발생건수[건]","건","","","","","","","","1","","","","","","","","","","","","","",
"특가법(강도강제추행)","검거율[%]","%","","","","","-","","-","0","-","-","-","-","-","-","-","-","-","-","-","-","",
"특가법(강도준강간)","검거율[%]","%","","","","","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",
"특가법(강도준강제추행)","발생건수[건]","건","","","","","","","1","","","","","","","","","","","","","","",
"특가법(강도준강제추행)","검거율[%]","%","","","","","-","","0","-","-","-","-","-","-","-","-","-","-","-","-","-","",
"특가법(특수강제추행)","검거율[%]","%","","","","","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",
"특가법(특수준강간)","검거율[%]","%","","","","","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",
"특가법(특수준강제추행)","검거율[%]","%","","","","","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",
"해상강도(상해·치상·살인·치사)","검거건수[건]","건","","","","","","","","","","","","","1","","","","","","","","",
"해상강도(상해·치상·살인·치사)","검거율[%]","%","","","","","-","","-","-","-","-","-","-","100","-","-","-","-","-","-","-","-",
"준특수강도","발생건수[건]","건","","","","","1","","","1","","","","","1","","3","","1","","","1","",
"준특수강도","검거건수[건]","건","","","","","1","","","1","","","","","1","","3","","1","","","1","",
"준특수강도","검거율[%]","%","","","","","100","","-","100","-","-","-","-","100","-","100","-","100","-","-","100","-",
"준특수강도","검거인원(계)[명]","명","","","","","2","","","1","","1","","","","","5","","3","","1","2","",
"준특수강도","검거인원(남)[명]","명","","","","","2","","","1","","1","","","","","4","","3","","1","2","",
"준특수강도","검거인원(여)[명]","명","","","","","","","","","","","","","","","1","","","","","","",
"준특수강도","성년(계)[명]","명","","","","","","","","1","","1","","","","","4","","","","1","2","",
"준특수강도","성년(남)[명]","명","","","","","","","","1","","1","","","","","4","","","","1","2","",
"준특수강도","미성년(계)[명]","명","","","","","2","","","","","","","","","","1","","3","","","","",
"준특수강도","미성년(남)[명]","명","","","","","2","","","","","","","","","","","","3","","","","",
"준특수강도","미성년(여)[명]","명","","","","","","","","","","","","","","","1","","","","","","",
"준강도","발생건수[건]","건","","","","","57","57","62","54","63","65","72","66","79","73","78","78","67","66","64","91","79",
"준강도","검거건수[건]","건","","","","","61","55","67","52","65","61","68","66","76","71","69","77","63","64","62","88","79",
"준강도","검거율[%]","%","","","","","107","96.5","108.1","96.3","103.2","93.8","94.4","100","96.2","97.3","88.5","98.7","94","97","96.9","96.7","100",
"준강도","검거인원(계)[명]","명","","","","","74","60","78","67","86","66","80","72","76","64","72","86","68","68","87","98","85",
"준강도","검거인원(남)[명]","명","","","","","72","59","78","67","85","65","73","71","73","62","72","83","64","65","86","92","77",
"준강도","검거인원(여)[명]","명","","","","","2","1","","","1","1","7","1","3","2","","3","4","3","1","6","8",
"준강도","성년(계)[명]","명","","","","","44","41","60","49","57","47","57","56","68","54","67","79","59","60","73","94","83",
"준강도","성년(남)[명]","명","","","","","42","41","60","49","56","47","51","56","66","52","67","77","56","58","72","88","75",
"준강도","성년(여)[명]","명","","","","","2","","","","1","","6","","2","2","","2","3","2","1","6","8",
"준강도","미성년(계)[명]","명","","","","","30","19","18","18","29","19","23","16","8","10","5","7","9","8","14","4","2",
"준강도","미성년(남)[명]","명","","","","","30","18","18","18","29","18","22","15","7","10","5","6","8","7","14","4","2",
"준강도","미성년(여)[명]","명","","","","","","1","","","","1","1","1","1","","","1","1","1","","","",
"약취강도","발생건수[건]","건","","","","","1","2","1","","","14","","","","","","","","","","","",
"약취강도","검거건수[건]","건","","","","","1","1","1","","","16","","","","","","","","","","","",
"약취강도","검거율[%]","%","","","","","100","50","100","","","114.3","","","","","","","","","","","",
"약취강도","검거인원(계)[명]","명","","","","","7","4","5","","","42","","","","","","","","","","","",
"약취강도","검거인원(남)[명]","명","","","","","7","4","5","","","38","","","","","","","","","","","",
"약취강도","검거인원(여)[명]","명","","","","","","","","","","4","","","","","","","","","","","",
"약취강도","성년(계)[명]","명","","","","","7","4","4","","","34","","","","","","","","","","","",
"약취강도","성년(남)[명]","명","","","","","7","4","4","","","32","","","","","","","","","","","",
"약취강도","성년(여)[명]","명","","","","","","","","","","2","","","","","","","","","","","",
"약취강도","미성년(계)[명]","명","","","","","","","1","","","8","","","","","","","","","","","",
"약취강도","미성년(남)[명]","명","","","","","","","1","","","6","","","","","","","","","","","",
"약취강도","미성년(여)[명]","명","","","","","","","","","","2","","","","","","","","","","","",
"인질강도","발생건수[건]","건","","","","","","","","3","9","","30","85","176","166","60","37","31","25","22","38","20",
"인질강도","검거건수[건]","건","","","","","","","","4","7","","37","111","226","227","72","49","35","29","24","38","22",
"인질강도","검거율[%]","%","","","","","","","","133.3","77.8","","123.3","130.6","128.4","136.7","120","132.4","112.9","116","109.1","100","110",
"인질강도","검거인원(계)[명]","명","","","","","","","","12","14","","99","241","275","290","198","151","143","147","100","126","75",
"인질강도","검거인원(남)[명]","명","","","","","","","","9","12","","81","204","238","267","162","127","134","126","92","115","66",
"인질강도","검거인원(여)[명]","명","","","","","","","","3","2","","18","37","37","23","36","24","9","21","8","11","9",
"인질강도","성년(계)[명]","명","","","","","","","","10","13","","93","229","261","279","191","149","133","122","100","125","75",
"인질강도","성년(남)[명]","명","","","","","","","","8","11","","76","194","230","258","158","125","127","106","92","115","66",
"인질강도","성년(여)[명]","명","","","","","","","","2","2","","17","35","31","21","33","24","6","16","8","10","9",
"인질강도","미성년(계)[명]","명","","","","","","","","2","1","","6","12","14","11","7","2","10","25","","1","",
"인질강도","미성년(남)[명]","명","","","","","","","","1","1","","5","10","8","9","4","2","7","20","","","",
"인질강도","미성년(여)[명]","명","","","","","","","","1","","","1","2","6","2","3","","3","5","","1","",
"강도상해·치상","발생건수[건]","건","","","","","448","397","352","413","489","473","473","532","534","723","549","398","351","350","298","384","296",
"강도상해·치상","검거건수[건]","건","","","","","467","412","365","441","507","504","461","526","576","780","504","384","347","348","277","390","283",
"강도상해·치상","검거율[%]","%","","","","","104.2","103.8","103.7","106.8","103.7","106.6","97.5","98.9","107.9","107.9","91.8","96.5","98.9","99.4","93","101.6","95.6",
"강도상해·치상","검거인원(계)[명]","명","","","","","882","728","588","771","892","844","869","799","767","966","849","721","737","717","649","838","482",
"강도상해·치상","검거인원(남)[명]","명","","","","","860","712","581","762","886","825","846","761","706","921","780","657","676","636","576","727","445",
"강도상해·치상","검거인원(여)[명]","명","","","","","22","16","7","9","6","19","23","38","61","45","69","64","61","81","73","111","37",
"강도상해·치상","성년(계)[명]","명","","","","","496","398","327","404","513","570","547","535","544","734","709","599","610","580","514","689","405",
"강도상해·치상","성년(남)[명]","명","","","","","481","392","322","397","509","561","533","513","510","705","654","567","567","535","467","616","381",
"강도상해·치상","성년(여)[명]","명","","","","","15","6","5","7","4","9","14","22","34","29","55","32","43","45","47","73","24",
"강도상해·치상","미성년(계)[명]","명","","","","","386","330","261","367","379","274","322","264","223","232","140","122","127","137","135","149","77",
"강도상해·치상","미성년(남)[명]","명","","","","","379","320","259","365","377","264","313","248","196","216","126","90","109","101","109","111","64",
"강도상해·치상","미성년(여)[명]","명","","","","","7","10","2","2","2","10","9","16","27","16","14","32","18","36","26","38","13",
"특가법(강도상해재범)","발생건수[건]","건","","","","","2","","","2","","","","","","1","7","2","3","3","3","1","4",
"특가법(강도상해재범)","검거건수[건]","건","","","","","3","","","2","","","1","1","","25","7","1","3","2","2","2","3",
"특가법(강도상해재범)","검거율[%]","%","","","","","150","","-","100","-","-","100","100","-","2500","100","50","100","66.7","66.7","200","75",
"특가법(강도상해재범)","검거인원(계)[명]","명","","","","","7","1","3","2","","3","1","1","1","2","5","","3","2","2","3","3",
"특가법(강도상해재범)","검거인원(남)[명]","명","","","","","7","1","3","2","","3","1","1","1","2","5","","3","2","2","3","3",
"특가법(강도상해재범)","성년(계)[명]","명","","","","","5","1","1","2","","1","1","1","1","2","5","","3","2","2","3","3",
"특가법(강도상해재범)","성년(남)[명]","명","","","","","5","1","1","2","","1","1","1","1","2","5","","3","2","2","3","3",
"특가법(강도상해재범)","미성년(계)[명]","명","","","","","2","","2","","","2","","","","","","","","","","","",
"특가법(강도상해재범)","미성년(남)[명]","명","","","","","2","","2","","","2","","","","","","","","","","","",
"강도살인·치사","발생건수[건]","건","","","","","13","7","10","16","22","18","16","19","34","37","16","27","26","15","8","29","14",
"강도살인·치사","검거건수[건]","건","","","","","15","8","9","17","22","19","17","19","46","36","17","31","32","14","8","30","15",
"강도살인·치사","검거율[%]","%","","","","","115.4","114.3","90","106.3","100","105.6","106.3","100","135.3","97.3","106.3","114.8","123.1","93.3","100","103.4","107.1",
"강도살인·치사","검거인원(계)[명]","명","","","","","27","9","20","22","40","35","18","31","46","44","23","45","31","35","18","36","25",
"강도살인·치사","검거인원(남)[명]","명","","","","","25","9","20","21","39","31","18","31","46","43","23","41","31","30","15","33","24",
"강도살인·치사","검거인원(여)[명]","명","","","","","2","","","1","1","4","","","","1","","4","","5","3","3","1",
