"범죄별","검거단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"손괴","자수","범죄의 검거 단서[건]","건","89","94","109","99","98","62","82","78","65","113","104","94","115","138","140","139","134","142","125",
"손괴","민간체포","범죄의 검거 단서[건]","건","9","14","12","11","15","16","9","6","3","7","5","7","2","5","2","8","2","3","3",
"손괴","진정투서","범죄의 검거 단서[건]","건","120","145","141","153","132","179","234","223","301","301","379","400","393","362","441","455","552","759","935",
"손괴","타인신고","범죄의 검거 단서[건]","건","413","605","608","567","785","661","619","607","601","724","889","857","1112","1318","1341","1451","1509","1457","1249",
"손괴","신문","범죄의 검거 단서[건]","건","16","23","25","43","18","7","11","5","6","19","17","9","9","10","13","15","60","58","81",
"손괴","불심검문","범죄의 검거 단서[건]","건","45","85","80","143","77","28","26","71","26","16","18","14","10","7","18","17","9","17","25",
"손괴","탐문정보","범죄의 검거 단서[건]","건","221","365","424","528","432","446","427","336","516","815","929","953","1044","1135","1276","1231","1332","1166","951",
"손괴","안면식별","범죄의 검거 단서[건]","건","1","3","5","4","6","10","8","7","8","7","10","15","11","8","12","11","9","13","4",
"손괴","감식자료","범죄의 검거 단서[건]","건","6","13","15","24","38","16","23","49","29","31","40","38","25","23","19","18","22","18","15",
"손괴","변사체","범죄의 검거 단서[건]","건","-","1","1","-","-","-","1","3","-","-","-","1","1","2","1","1","1","1","1",
"손괴","범죄수법","범죄의 검거 단서[건]","건","-","-","2","14","6","3","5","4","2","4","5","2","-","7","2","2","6","4","4",
"손괴","발자국","범죄의 검거 단서[건]","건","-","-","1","1","4","1","1","2","-","-","1","2","2","-","1","-","0","-","-",
"손괴","검사지휘","범죄의 검거 단서[건]","건","13","11","12","8","41","19","27","20","21","19","19","16","25","35","42","5","3","-","3",
"손괴","타기관에서 이송","범죄의 검거 단서[건]","건","4","7","3","4","6","4","6","10","6","7","5","4","6","5","2","5","11","13","7",
"손괴","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","2","2","4","2","4","2","4","8","1","5","6","4","5","4","6","6","2",
"손괴","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","1","-","-","-","-","","-","-","-","-","0","-","-",
"손괴","전과조회","범죄의 검거 단서[건]","건","2","4","4","2","3","1","-","2","1","1","1","1","1","-","1","2","2","1","2",
"손괴","기타","범죄의 검거 단서[건]","건","406","533","578","790","1075","1240","1220","789","738","930","972","864","970","1060","1238","1145","1306","1288","1238",
"손괴","미상","범죄의 검거 단서[건]","건","","","","","","","","","83","","","","","","","","","","",
"강력범죄(흉악)","계","범죄의 검거 단서[건]","건","19065","18708","20500","23808","24304","24633","22514","28039","32309","33846","31668","34651","33694","33437","31190","31843","38813","38301","34955",
"강력범죄(흉악)","현행범","범죄의 검거 단서[건]","건","5662","5665","5670","5996","5888","5263","4924","5627","6726","7468","5784","6130","4215","3412","2257","1777","2019","2291","1999",
"강력범죄(흉악)","피해자신고","범죄의 검거 단서[건]","건","5377","4647","5621","7217","7381","8334","7752","10161","13123","13246","14492","16059","15249","15375","13834","12948","14948","14891","13903",
"강력범죄(흉악)","고소","범죄의 검거 단서[건]","건","3117","2939","3144","3012","3695","4046","4044","3517","2939","3057","3988","4916","7047","7601","9000","10284","12761","11891","10549",
"강력범죄(흉악)","고발","범죄의 검거 단서[건]","건","25","18","20","16","22","34","57","97","46","116","61","115","155","122","120","139","199","139","160",
"강력범죄(흉악)","자수","범죄의 검거 단서[건]","건","168","160","157","136","142","146","134","120","127","159","110","97","142","141","120","109","142","148","168",
"강력범죄(흉악)","민간체포","범죄의 검거 단서[건]","건","52","73","57","51","82","73","69","62","80","78","59","50","45","95","35","31","30","24","18",
"강력범죄(흉악)","진정투서","범죄의 검거 단서[건]","건","67","101","116","242","278","236","212","311","373","319","343","458","502","496","654","1080","2450","3074","2555",
"강력범죄(흉악)","타인신고","범죄의 검거 단서[건]","건","495","495","534","533","761","812","722","938","1324","1601","1951","2463","2572","2877","2474","2529","2944","2937","2698",
"강력범죄(흉악)","신문","범죄의 검거 단서[건]","건","48","68","117","97","41","30","17","21","112","127","38","29","14","22","45","9","24","45","29",
"강력범죄(흉악)","불심검문","범죄의 검거 단서[건]","건","199","180","242","358","238","147","166","256","153","341","244","229","185","232","139","71","82","126","42",
"강력범죄(흉악)","탐문정보","범죄의 검거 단서[건]","건","2696","3021","3259","4187","3647","3374","2348","4404","4640","4600","2730","2142","1421","1009","767","787","808","532","515",
"강력범죄(흉악)","안면식별","범죄의 검거 단서[건]","건","12","22","30","26","31","16","18","28","27","21","13","8","6","6","3","3","2","3","1",
"강력범죄(흉악)","감식자료","범죄의 검거 단서[건]","건","167","182","133","179","161","194","160","131","172","82","55","46","55","32","28","31","20","17","10",
"강력범죄(흉악)","변사체","범죄의 검거 단서[건]","건","128","125","119","135","131","103","98","82","88","99","94","79","87","96","77","68","67","56","52",
"강력범죄(흉악)","범죄수법","범죄의 검거 단서[건]","건","29","58","29","16","31","24","20","77","33","49","16","3","11","25","17","3","13","6","4",
"강력범죄(흉악)","발자국","범죄의 검거 단서[건]","건","2","1","-","4","7","1","1","1","-","-","-","","-","1","2","-","0","-","-",
"강력범죄(흉악)","검사지휘","범죄의 검거 단서[건]","건","12","8","13","19","38","24","29","25","20","39","37","33","96","78","79","19","4","1","3",
"강력범죄(흉악)","타기관에서 이송","범죄의 검거 단서[건]","건","6","11","10","5","12","15","14","22","10","17","7","26","15","31","25","27","70","38","51",
"강력범죄(흉악)","범행도구등 발견","범죄의 검거 단서[건]","건","21","10","38","31","27","26","21","127","70","41","55","72","38","12","15","14","4","8","8",
"강력범죄(흉악)","장물","범죄의 검거 단서[건]","건","6","13","8","33","24","4","4","4","1","-","-","","-","-","-","-","0","1","-",
"강력범죄(흉악)","전과조회","범죄의 검거 단서[건]","건","3","2","3","12","5","2","4","1","3","1","-","1","1","-","1","1","1","3","1",
"강력범죄(흉악)","기타","범죄의 검거 단서[건]","건","773","909","1180","1503","1662","1729","1700","2027","1967","2385","1591","1695","1838","1774","1498","1913","2225","2070","2189",
"강력범죄(흉악)","미상","범죄의 검거 단서[건]","건","","","","","","","","","275","","","","","","","","","","",
"살인","계","범죄의 검거 단서[건]","건","1048","1077","1100","1349","1229","1164","990","934","915","928","936","847","808","823","747","661","703","772","781",
"살인","현행범","범죄의 검거 단서[건]","건","236","246","266","349","321","275","225","252","205","269","264","251","232","202","176","169","196","232","232",
"살인","피해자신고","범죄의 검거 단서[건]","건","188","174","188","254","220","230","182","173","162","151","128","139","110","104","125","108","89","94","120",
"살인","고소","범죄의 검거 단서[건]","건","43","42","48","44","37","44","43","44","52","48","37","35","55","62","51","53","62","57","70",
"살인","고발","범죄의 검거 단서[건]","건","3","1","1","2","-","2","4","3","2","5","1","1","7","5","8","4","3","6","10",
"살인","자수","범죄의 검거 단서[건]","건","67","69","47","53","48","52","55","47","39","47","41","36","35","35","36","13","38","26","39",
"살인","민간체포","범죄의 검거 단서[건]","건","2","1","2","3","-","2","-","-","-","-","1","1","2","1","-","1","1","1","-",
"살인","진정투서","범죄의 검거 단서[건]","건","1","1","1","1","3","-","4","1","2","1","1","1","-","3","-","2","1","4","6",
"살인","타인신고","범죄의 검거 단서[건]","건","133","172","150","174","217","191","178","191","199","179","205","199","182","194","165","146","157","168","160",
"살인","신문","범죄의 검거 단서[건]","건","4","2","7","7","4","2","4","2","1","1","1","3","2","1","-","-","1","2","2",
"살인","불심검문","범죄의 검거 단서[건]","건","14","15","17","16","13","13","4","8","3","2","1","2","2","3","-","-","0","1","1",
"살인","탐문정보","범죄의 검거 단서[건]","건","157","167","164","195","138","116","72","51","76","52","68","41","40","35","22","23","18","20","20",
"살인","안면식별","범죄의 검거 단서[건]","건","2","1","-","-","1","-","-","-","1","-","1","","2","2","-","-","0","-","-",
"살인","감식자료","범죄의 검거 단서[건]","건","3","5","2","3","1","4","5","6","2","1","-","1","-","-","2","4","0","-","-",
"살인","변사체","범죄의 검거 단서[건]","건","99","101","98","108","108","86","89","69","75","78","76","62","68","80","64","62","54","50","43",
"살인","범죄수법","범죄의 검거 단서[건]","건","-","-","1","-","-","3","-","-","-","-","-","","-","-","-","-","0","-","-",
"살인","발자국","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","-","-","-","","-","1","1","-","0","-","-",
"살인","검사지휘","범죄의 검거 단서[건]","건","1","-","-","2","2","1","2","2","-","1","2","2","3","3","1","2","0","-","-",
"살인","타기관에서 이송","범죄의 검거 단서[건]","건","-","2","1","-","1","1","1","3","-","1","-","","2","-","-","2","1","5","-",
"살인","범행도구등 발견","범죄의 검거 단서[건]","건","5","-","3","2","6","4","5","4","5","4","7","2","2","1","6","4","1","2","1",
"살인","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"살인","전과조회","범죄의 검거 단서[건]","건","1","-","-","-","1","-","-","-","-","-","-","","-","-","-","-","0","-","-",
