"범죄별","수사단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"게임산업진흥에관한법률","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","1","-","-","-","-","0","-","-",
"게임산업진흥에관한법률","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","220","389","128","109","107","103","75","66","89","53","80",
"게임산업진흥에관한법률","여죄","범죄의 수사단서[건]","건","","","","","","","","","28","28","37","17","13","13","8","9","7","6","9",
"게임산업진흥에관한법률","기타","범죄의 수사단서[건]","건","","","","","","","","","2049","3645","4148","3910","2032","1655","1483","931","1010","1099","1399",
"게임산업진흥에관한법률","미상","범죄의 수사단서[건]","건","","","","","","","","","3","3","","","","","","","","","",
"결혼중개업의관리에관한법률","합계","범죄의 수사단서[건]","건","","","","","","","","","359","179","92","75","112","89","83","39","52","52","71",
"결혼중개업의관리에관한법률","현행범","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"결혼중개업의관리에관한법률","신고","범죄의 수사단서[건]","건","","","","","","","","","89","56","58","52","69","73","63","37","52","51","55",
"결혼중개업의관리에관한법률","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","19","1","14","3","-","1","1","-","0","-","-",
"결혼중개업의관리에관한법률","고소","범죄의 수사단서[건]","건","","","","","","","","","28","32","27","31","30","40","28","16","20","17","16",
"결혼중개업의관리에관한법률","고발","범죄의 수사단서[건]","건","","","","","","","","","24","10","11","12","20","16","19","15","22","25","16",
"결혼중개업의관리에관한법률","자수","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"결혼중개업의관리에관한법률","진정투서","범죄의 수사단서[건]","건","","","","","","","","","9","7","5","2","13","14","7","5","10","9","23",
"결혼중개업의관리에관한법률","타인신고","범죄의 수사단서[건]","건","","","","","","","","","9","6","1","4","6","2","8","1","0","-","-",
"결혼중개업의관리에관한법률","미신고","범죄의 수사단서[건]","건","","","","","","","","","270","123","34","23","43","16","20","2","0","1","16",
"결혼중개업의관리에관한법률","불심검문","범죄의 수사단서[건]","건","","","","","","","","","4","1","-","","-","-","-","-","0","-","-",
"결혼중개업의관리에관한법률","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"결혼중개업의관리에관한법률","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"결혼중개업의관리에관한법률","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","11","4","1","2","3","3","2","-","0","-","2",
"결혼중개업의관리에관한법률","여죄","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"결혼중개업의관리에관한법률","기타","범죄의 수사단서[건]","건","","","","","","","","","255","118","33","21","40","13","18","2","0","1","14",
"결혼중개업의관리에관한법률","미상","범죄의 수사단서[건]","건","","","","","","","","","-","0","","","","","","","","","",
"경범죄처벌법","합계","범죄의 수사단서[건]","건","","","","","","","","","4481","5699","7304","6491","6713","7638","7702","7100","8398","10098","10375",
"경범죄처벌법","현행범","범죄의 수사단서[건]","건","","","","","","","","","3590","4353","5755","4960","4820","4981","4105","3186","3707","4118","3789",
"경범죄처벌법","신고","범죄의 수사단서[건]","건","","","","","","","","","643","1024","958","937","1174","1862","2626","3069","3755","4838","5402",
"경범죄처벌법","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","183","244","328","352","522","902","1490","1781","2247","2677","3113",
"경범죄처벌법","고소","범죄의 수사단서[건]","건","","","","","","","","","16","31","53","44","94","142","172","233","176","179","236",
"경범죄처벌법","고발","범죄의 수사단서[건]","건","","","","","","","","","255","515","293","229","184","221","182","115","150","282","291",
"경범죄처벌법","자수","범죄의 수사단서[건]","건","","","","","","","","","1","0","1","2","4","3","4","7","10","12","13",
"경범죄처벌법","진정투서","범죄의 수사단서[건]","건","","","","","","","","","111","173","204","201","220","286","296","365","453","653","871",
"경범죄처벌법","타인신고","범죄의 수사단서[건]","건","","","","","","","","","77","61","79","109","150","308","482","568","719","1035","878",
"경범죄처벌법","미신고","범죄의 수사단서[건]","건","","","","","","","","","248","321","591","594","719","795","971","845","936","1142","1184",
"경범죄처벌법","불심검문","범죄의 수사단서[건]","건","","","","","","","","","8","8","7","9","8","6","5","8","7","10","8",
"경범죄처벌법","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","2","1","2","2","-","3","-","1","1","-","-",
"경범죄처벌법","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","1","-","-",
"경범죄처벌법","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","11","23","6","9","10","6","7","8","1","1","8",
"경범죄처벌법","여죄","범죄의 수사단서[건]","건","","","","","","","","","8","11","45","6","1","2","14","6","6","8","5",
"경범죄처벌법","기타","범죄의 수사단서[건]","건","","","","","","","","","219","278","531","568","700","778","945","822","920","1123","1163",
"경범죄처벌법","미상","범죄의 수사단서[건]","건","","","","","","","","","-","1","","","","","","","","","",
"고용보험법","합계","범죄의 수사단서[건]","건","103","711","1023","778","256","383","776","588","339","673","1961","2271","2018","2739","2606","2909","3110","3837","3348",
"고용보험법","현행범","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","1","","6","18","32","86","74","105","63",
"고용보험법","신고","범죄의 수사단서[건]","건","21","494","870","313","190","287","497","358","249","450","576","483","554","771","930","1153","1186","1424","1175",
"고용보험법","피해자신고","범죄의 수사단서[건]","건","-","-","-","6","2","-","3","1","3","0","3","9","32","32","95","27","43","87","56",
"고용보험법","고소","범죄의 수사단서[건]","건","-","3","8","2","-","2","7","4","1","2","6","1","15","18","22","9","19","24","14",
"고용보험법","고발","범죄의 수사단서[건]","건","20","482","856","278","185","275","472","344","233","426","318","180","59","63","41","135","131","101","55",
"고용보험법","자수","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","26","75","76","99","112","164","166",
"고용보험법","진정투서","범죄의 수사단서[건]","건","-","9","4","6","3","10","15","8","12","22","230","224","132","50","62","110","89","75","82",
"고용보험법","타인신고","범죄의 수사단서[건]","건","1","-","2","21","-","-","-","1","-","0","19","69","290","533","634","773","792","973","802",
"고용보험법","미신고","범죄의 수사단서[건]","건","82","217","153","465","66","96","279","230","68","126","1384","1788","1458","1950","1644","1670","1850","2308","2110",
"고용보험법","불심검문","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","1","1","-","1","-","-","2","2","2",
"고용보험법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","1","-",
"고용보험법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","1","-","0","-","1",
"고용보험법","탐문정보","범죄의 수사단서[건]","건","71","175","60","408","36","55","35","116","39","106","661","1015","404","100","84","142","100","237","208",
"고용보험법","여죄","범죄의 수사단서[건]","건","-","-","2","2","1","-","1","-","-","1","-","36","2","2","11","5","6","7","2",
"고용보험법","기타","범죄의 수사단서[건]","건","11","42","91","55","29","41","243","114","29","19","722","736","1052","1847","1548","1523","1742","2061","1897",
