"범죄별","기관별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"청소년보호법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","1364","1583","1602","1421","1325","1535","1661","1645","1557","1333","1398","1554","1557","1511","1424","911","1122","1247","1078",
"청소년보호법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","1020","1159","1087","1083","1588","2512","2797","3003","2701","2265","2367","2506","2415","2344","2301","1404","1821","2011","1691",
"청소년보호법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","487","572","609","459","591","991","1289","1362","1462","1021","979","990","978","1006","995","692","874","919","851",
"청소년보호법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","3320","4578","4813","4717","1623","570","755","535","776","616","813","692","568","639","706","753","874","892","734",
"청소년보호법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","23","23","17","14","35","97","320","257","209","1944","1019","1027","210","102","144","163","308","269","210",
"청소년보호법","검찰","계","범죄사건 처리 기간[명]","명","7313","9711","10711","10816","9832","12284","12371","12385","11064","10963","10823","11400","10246","10024","9642","4993","6083","6662","5536",
"청소년보호법","검찰","10일 이내","범죄사건 처리 기간[명]","명","4519","6325","6522","6446","6108","8437","7728","7986","6839","7482","7165","7877","7024","7093","7273","3720","4202","4580","3829",
"청소년보호법","검찰","20일 이내","범죄사건 처리 기간[명]","명","1290","1684","1940","1898","1698","1732","2023","2131","1871","1678","1846","1718","1678","1343","1045","557","822","855","711",
"청소년보호법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","598","719","897","937","775","789","1018","987","969","885","810","761","707","638","488","315","470","475","438",
"청소년보호법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","462","549","757","771","636","689","821","738","786","499","547","597","500","480","413","245","326","391","289",
"청소년보호법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","387","384","525","595","507","313","330","289","342","243","273","233","174","239","183","88","126","174","95",
"청소년보호법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","57","50","70","169","105","322","427","252","227","176","169","178","158","211","178","68","133","181","166",
"청소년보호법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","3","2","24","2","30","-","13","36","5","20","62","-","4","6","8",
"청소년의성보호에관한법률","합계","계","범죄사건 처리 기간[명]","명","2643","2806","2973","3252","1093","255","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","계","범죄사건 처리 기간[명]","명","1295","1387","1468","1611","546","126","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","10일 이내","범죄사건 처리 기간[명]","명","145","166","157","139","65","27","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","20일 이내","범죄사건 처리 기간[명]","명","12","36","17","29","19","16","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","1개월 이내","범죄사건 처리 기간[명]","명","169","195","125","147","64","11","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","2개월 이내","범죄사건 처리 기간[명]","명","199","147","110","157","63","35","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","3개월 이내","범죄사건 처리 기간[명]","명","108","92","97","134","42","16","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","6개월 이내","범죄사건 처리 기간[명]","명","655","742","957","985","286","16","","","","","","","","","","","","","",
"청소년의성보호에관한법률","경찰","6개월 초과","범죄사건 처리 기간[명]","명","7","9","5","20","7","5","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","계","범죄사건 처리 기간[명]","명","1348","1419","1505","1641","547","129","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","10일 이내","범죄사건 처리 기간[명]","명","675","700","546","497","159","60","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","20일 이내","범죄사건 처리 기간[명]","명","216","227","238","280","101","16","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","1개월 이내","범죄사건 처리 기간[명]","명","99","107","150","140","77","18","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","2개월 이내","범죄사건 처리 기간[명]","명","166","152","279","297","93","19","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","3개월 이내","범죄사건 처리 기간[명]","명","170","221","248","275","86","12","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","6개월 이내","범죄사건 처리 기간[명]","명","22","12","44","152","31","4","","","","","","","","","","","","","",
"청소년의성보호에관한법률","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","","","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","합계","계","범죄사건 처리 기간[명]","명","216","197","424","602","466","391","449","356","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","계","범죄사건 처리 기간[명]","명","106","97","210","299","233","191","225","180","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","10일 이내","범죄사건 처리 기간[명]","명","3","6","33","83","86","67","59","44","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","20일 이내","범죄사건 처리 기간[명]","명","-","2","9","17","30","32","43","33","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","1개월 이내","범죄사건 처리 기간[명]","명","19","15","26","45","31","30","36","24","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","2개월 이내","범죄사건 처리 기간[명]","명","21","15","25","24","15","40","40","51","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","3개월 이내","범죄사건 처리 기간[명]","명","13","9","4","10","16","17","29","22","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","6개월 이내","범죄사건 처리 기간[명]","명","50","50","113","119","55","3","15","3","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","1","-","2","3","3","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","계","범죄사건 처리 기간[명]","명","110","100","214","303","233","200","224","176","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","10일 이내","범죄사건 처리 기간[명]","명","59","42","116","150","126","113","106","79","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","20일 이내","범죄사건 처리 기간[명]","명","16","30","48","73","47","39","38","32","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","1개월 이내","범죄사건 처리 기간[명]","명","9","11","28","32","24","16","28","33","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","2개월 이내","범죄사건 처리 기간[명]","명","14","10","7","23","18","18","20","15","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","3개월 이내","범죄사건 처리 기간[명]","명","7","7","11","23","7","4","16","9","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","6개월 이내","범죄사건 처리 기간[명]","명","5","-","4","2","11","4","2","8","","","","","","","","","","","",
"체육시설의설치?이용에관한법률","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","6","14","-","","","","","","","","","","","",
"총포?도검?화약류등의안전관리에관한법률","합계","계","범죄사건 처리 기간[명]","명","1091","1718","1583","2572","1825","1276","793","830","","","","","","","","","","","",
"총포?도검?화약류등의안전관리에관한법률","경찰","계","범죄사건 처리 기간[명]","명","514","849","782","1280","912","637","400","427","680","470","272","64","465","428","496","419","564","545","608",
"총포?도검?화약류등의안전관리에관한법률","경찰","10일 이내","범죄사건 처리 기간[명]","명","37","127","67","187","125","92","49","60","103","41","30","7","59","44","67","51","92","50","83",
"총포?도검?화약류등의안전관리에관한법률","경찰","20일 이내","범죄사건 처리 기간[명]","명","15","31","16","37","62","89","56","76","82","42","36","3","77","58","57","51","67","52","87",
"총포?도검?화약류등의안전관리에관한법률","경찰","1개월 이내","범죄사건 처리 기간[명]","명","105","158","88","191","135","80","50","66","91","41","31","6","62","61","58","39","75","41","54",
"총포?도검?화약류등의안전관리에관한법률","경찰","2개월 이내","범죄사건 처리 기간[명]","명","89","97","120","85","125","188","106","106","226","85","40","17","119","150","106","86","100","115","146",
"총포?도검?화약류등의안전관리에관한법률","경찰","3개월 이내","범죄사건 처리 기간[명]","명","43","59","75","93","87","105","60","67","68","78","37","15","57","60","99","53","82","90","91",
"총포?도검?화약류등의안전관리에관한법률","경찰","6개월 이내","범죄사건 처리 기간[명]","명","223","375","371","682","369","61","57","34","93","71","73","6","41","42","47","79","95","152","113",
"총포?도검?화약류등의안전관리에관한법률","경찰","6개월 초과","범죄사건 처리 기간[명]","명","2","2","45","5","9","22","22","18","17","112","25","10","50","13","62","60","53","45","34",
