"범죄별","기간별","항목","단위","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"내수면어업법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","27","18","12","13","22","29","41","37","21","14","-","4",
"내수면어업법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","22","11","10","8","10","29","27","23","17","9","4","13",
"내수면어업법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","12","11","14","9","10","13","13","13","9","10","2","22",
"내수면어업법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","38","24","17","17","25","41","45","29","21","16","1","17",
"내수면어업법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","25","18","26","21","27","43","37","23","13","12","-","12",
"내수면어업법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","36","22","17","36","33","49","56","37","23","14","3","31",
"내수면어업법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","15","11","12","23","16","37","26","22","19","8","1","19",
"내수면어업법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","35","13","21","26","15","24","28","36","17","17","3","35",
"내수면어업법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","14","12","19","12","23","12","18","19","10","10","2","8",
"내수면어업법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","13","13","17","39","21","14","15","33","8","10","183","17",
"노동쟁의조정법","합계","범죄발생부터 인지까지의 기간[건]","건","","77","60","89","35","1","1","","","","","","",
"노동쟁의조정법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","1","3","23","","1","","","","","","","",
"노동쟁의조정법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","1","","","","","","","","","","",
"노동쟁의조정법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","1","2","10","","","","","","","","","",
"노동쟁의조정법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","10","2","1","","","","","","","","","",
"노동쟁의조정법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","5","2","1","3","","","","","","","","",
"노동쟁의조정법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","11","7","8","3","","","","","","","","",
"노동쟁의조정법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","29","7","4","2","","","","","","","","",
"노동쟁의조정법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","4","13","7","7","","","","","","","","",
"노동쟁의조정법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","9","13","21","17","","1","","","","","","",
"노동쟁의조정법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","7","10","14","3","","","","","","","","",
"노동조합및노동관계조정법","합계","범죄발생부터 인지까지의 기간[건]","건","","292","316","342","149","22","12","","","643","359","484","633",
"노동조합및노동관계조정법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","14","25","24","13","","","","","125","54","28","34",
"노동조합및노동관계조정법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","2","","1","","","","","3","1","2","-",
"노동조합및노동관계조정법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","3","7","2","","","","","","4","3","2","2",
"노동조합및노동관계조정법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","4","5","3","1","","","","","3","6","3","4",
"노동조합및노동관계조정법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","7","8","15","3","","1","","","13","3","15","21",
"노동조합및노동관계조정법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","16","13","8","5","1","","","","17","12","17","18",
"노동조합및노동관계조정법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","25","17","38","11","3","1","","","38","24","33","34",
"노동조합및노동관계조정법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","19","27","29","11","","","","","67","53","51","61",
"노동조합및노동관계조정법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","74","61","70","25","6","3","","","103","58","155","163",
"노동조합및노동관계조정법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","68","86","79","39","2","","","","117","74","77","137",
"노동조합및노동관계조정법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","62","65","74","40","10","7","","","153","71","101","159",
"노동조합법","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","19","9","","","","",
"노동조합법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","2","-","","","","",
"노동조합법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"노동조합법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"노동조합법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","1","-","","","","",
"노동조합법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"노동조합법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","1","","","","",
"노동조합법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","4","-","","","","",
"노동조합법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","4","2","","","","",
"노동조합법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","2","3","","","","",
"노동조합법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","5","1","","","","",
"노동조합법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","1","2","","","","",
"농산물품질관리법","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","3649","2823","3011","1931",
"농산물품질관리법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","890","589","407","304",
"농산물품질관리법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","100","50","47","38",
"농산물품질관리법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","69","50","71","39",
"농산물품질관리법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","29","17","36","16",
"농산물품질관리법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","245","191","509","313",
"농산물품질관리법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","269","198","238","174",
"농산물품질관리법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","489","399","334","272",
"농산물품질관리법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","395","328","270","224",
"농산물품질관리법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","670","548","599","362",
"농산물품질관리법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","379","320","132","104",
"농산물품질관리법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","114","133","368","85",
"농수산물유통및가격안정에관한법률","합계","범죄발생부터 인지까지의 기간[건]","건","","77","16","31","56","79","39","78","129","67","356","70","91",
"농수산물유통및가격안정에관한법률","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","1","1","","2","","8","-","-","-","-","1",
"농수산물유통및가격안정에관한법률","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","-","-","-","-",
"농수산물유통및가격안정에관한법률","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","1","-","-","-","-","-",
"농수산물유통및가격안정에관한법률","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","1","","","","","","-","-","-","-","-","-",
"농수산물유통및가격안정에관한법률","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","-","2","-","1",
"농수산물유통및가격안정에관한법률","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","2","","1","1","-","1","2","-","-",
"농수산물유통및가격안정에관한법률","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","1","2","2","3","4","1","3","-","8","12","-","1",
"농수산물유통및가격안정에관한법률","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","7","3","6","7","5","6","4","-","5","13","-","1",
"농수산물유통및가격안정에관한법률","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","30","3","6","25","31","17","21","9","25","46","2","14",
"농수산물유통및가격안정에관한법률","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","14","3","9","11","24","10","21","4","15","37","2","5",
"농수산물유통및가격안정에관한법률","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","24","4","7","8","13","4","19","116","13","244","66","68",
"농어촌발전특별조치법","합계","범죄발생부터 인지까지의 기간[건]","건","","167","124","35","6","1","2","-","-","","","","",
"농어촌발전특별조치법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","2","","","","-","-","","","","",
"농어촌발전특별조치법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농어촌발전특별조치법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농어촌발전특별조치법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","1","","","","","-","-","","","","",
"농어촌발전특별조치법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농어촌발전특별조치법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농어촌발전특별조치법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","1","2","","","","","-","-","","","","",
"농어촌발전특별조치법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","3","","","","","","-","-","","","","",
"농어촌발전특별조치법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","8","7","","","","","-","-","","","","",
"농어촌발전특별조치법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","32","22","2","","","","-","-","","","","",
"농어촌발전특별조치법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","123","92","31","6","1","2","-","-","","","","",
"농업협동조합법","합계","범죄발생부터 인지까지의 기간[건]","건","","118","10","16","60","61","35","36","109","251","70","57","156",
"농업협동조합법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","1","","","","","","-","6","6","1","-","2",
"농업협동조합법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","-","-","-","-",
"농업협동조합법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","-","1","-","-",
"농업협동조합법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","1","-","-","-",
"농업협동조합법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","1","2","-","1","2","1","-","4",
"농업협동조합법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","1","","","","1","","2","4","-","-","-","1",
"농업협동조합법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","7","1","","1","2","1","-","6","5","3","-","6",
"농업협동조합법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","10","","1","4","6","","-","7","7","1","-","6",
"농업협동조합법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","22","1","1","18","10","1","4","36","32","4","2","34",
"농업협동조합법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","48","","6","20","19","14","10","28","126","23","1","55",
"농업협동조합법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","29","8","8","17","22","17","20","21","72","36","54","48",
"농지법","합계","범죄발생부터 인지까지의 기간[건]","건","","678","638","288","72","28","9","","","1490","2417","1539","1365",
"농지법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","5","4","63","1","","","","","216","86","3","20",
"농지법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","-","-","-","-",
"농지법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","2","","","","","","","","1","-","-","-",
"농지법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","2","","","","","","","1","-","1","-",
"농지법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","2","1","","","","","","","27","3","3","5",
"농지법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","4","3","1","1","","","","","3","3","1","3",
"농지법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","10","8","4","1","2","1","","","23","14","-","18",
"농지법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","38","22","6","","2","","","","20","25","2","40",
"농지법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","73","59","16","2","2","","","","96","293","30","86",
"농지법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","114","140","28","8","7","1","","","273","1057","36","195",
"농지법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","430","399","170","59","15","7","","","830","936","1463","998",
"농지의보전및이용에관한법률","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","5","1","","","","",
"농지의보전및이용에관한법률","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","1","-","","","","",
"농지의보전및이용에관한법률","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","-","-","","","","",
"농지의보전및이용에관한법률","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","1","-","","","","",
"농지의보전및이용에관한법률","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","3","1","","","","",
"담배사업법","합계","범죄발생부터 인지까지의 기간[건]","건","216","358","882","843","946","652","658","722","692","655","372","412","458",
"담배사업법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","17","14","35","19","29","24","32","46","56","85","79","4","99",
"담배사업법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","5","1","2","","3","2","2","4","10","10","-","9",
"담배사업법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","1","2","","","2","1","7","9","1","8",
"담배사업법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","2","","1","2","","2","4","3","5","-","-","9",
"담배사업법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","6","9","12","11","16","9","17","14","12","13","-","28",
"담배사업법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","6","25","27","24","33","14","17","41","18","17","14","-","18",
"담배사업법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","17","38","92","87","113","71","48","82","74","74","31","1","26",
"담배사업법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","21","58","120","93","93","68","67","124","116","72","34","2","50",
"담배사업법","30일 이내","범죄발생부터 인지까지의 기간[건]","건","68","","","","","","","","","","","","",
"담배사업법","90일 이내","범죄발생부터 인지까지의 기간[건]","건","33","","","","","","","","","","","","",
"담배사업법","90일 이상","범죄발생부터 인지까지의 기간[건]","건","49","","","","","","","","","","","","",
"담배사업법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","69","193","210","245","140","163","162","163","157","67","5","55",
"담배사업법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","82","177","182","196","160","165","118","128","100","70","2","74",
"담배사업법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","59","228","212","222","156","153","124","115","116","45","397","82",
"대기환경보전법","합계","범죄발생부터 인지까지의 기간[건]","건","1894","2652","2717","2934","2046","2067","2205","5716","5290","5497","3933","3799","3418",
"대기환경보전법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","43","43","70","180","39","45","81","718","583","745","556","79","205",
"대기환경보전법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","7","9","4","2","5","8","37","26","15","12","3","25",
"대기환경보전법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","2","9","2","5","4","13","23","32","21","8","2","22",
"대기환경보전법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","5","1","7","4","8","17","28","17","7","10","3","24",
"대기환경보전법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","28","27","48","40","22","15","34","238","144","96","45","9","61",
"대기환경보전법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","25","37","33","20","23","31","41","132","90","56","33","3","18",
"대기환경보전법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","154","193","145","136","108","80","125","251","294","160","127","18","58",
"대기환경보전법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","200","353","311","239","235","140","210","316","418","363","331","62","136",
"대기환경보전법","30일 이내","범죄발생부터 인지까지의 기간[건]","건","373","","","","","","","","","","","","",
"대기환경보전법","90일 이내","범죄발생부터 인지까지의 기간[건]","건","309","","","","","","","","","","","","",
"대기환경보전법","90일 이상","범죄발생부터 인지까지의 기간[건]","건","756","","","","","","","","","","","","",
"대기환경보전법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","655","733","567","452","337","397","797","1019","785","644","406","436",
"대기환경보전법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","532","543","679","482","427","383","822","938","1013","745","409","703",
"대기환경보전법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","798","815","1060","674","975","896","2354","1729","2236","1422","2805","1730",
"대외무역법","합계","범죄발생부터 인지까지의 기간[건]","건","","365","81","61","51","30","119","229","486","495","446","365","372",
"대외무역법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","59","13","4","3","2","9","10","47","153","119","47","32",
"대외무역법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","3","","","","","2","1","3","-","-","2","-",
"대외무역법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","1","","","1","2","4","-","1","4","3",
"대외무역법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","4","1","2","","","","4","3","2","2","10","8",
"대외무역법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","23","7","5","5","","3","5","15","3","9","25","19",
"대외무역법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","26","1","3","1","","7","22","31","26","34","19","16",
"대외무역법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","31","3","4","5","","12","39","84","117","87","30","32",
"대외무역법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","29","2","2","2","5","10","29","116","92","59","38","53",
"대외무역법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","50","6","3","1","7","22","48","95","52","49","42","43",
"대외무역법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","73","20","7","3","1","21","27","32","15","29","15","66",
"대외무역법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","67","28","30","31","15","32","42","56","35","57","133","100",
"도로교통법","합계","범죄발생부터 인지까지의 기간[건]","건","258698","233376","263203","307873","427548","474034","388436","362308","395571","382311","323594","66132","74121",
"도로교통법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","104023","79462","99349","120507","195414","230648","181650","16953","205830","228224","191906","699","41930",
"도로교통법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","9575","25471","27543","29172","32129","34560","28960","23230","22832","18127","16359","83","1718",
"도로교통법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","6161","10965","11499","11709","14325","14152","11935","7979","7960","6636","4811","39","1060",
"도로교통법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","5459","5750","5335","7100","7748","6584","5431","4700","3584","2434","22","1180",
"도로교통법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","29299","19490","22272","29316","45842","46844","35026","33246","34392","27096","24372","31","1937",
"도로교통법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","17113","13763","13441","15950","22114","27499","20748","16894","16480","16285","12466","22","1441",
"도로교통법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","22357","26791","30643","35830","42987","34797","3227","30432","24676","18691","75","3767",
"도로교통법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","17505","17774","18603","22495","25897","24949","22714","23594","24438","18206","14342","70","4423",
"도로교통법","30일 이내","범죄발생부터 인지까지의 기간[건]","건","26735","","","","","","","","","","","","",
"도로교통법","90일 이내","범죄발생부터 인지까지의 기간[건]","건","10226","","","","","","","","","","","","",
"도로교통법","90일 이상","범죄발생부터 인지까지의 기간[건]","건","7027","","","","","","","","","","","","",
"도로교통법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","24371","23996","28304","32588","29334","29712","31353","29440","24754","23831","200","8145",
"도로교통법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","10362","9631","11018","11856","11010","12508","14132","12207","10068","10670","127","5412",
"도로교통법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","3902","4328","3424","4453","4303","3802","4642","6860","4655","3712","64764","3108",
"도로교통법(무면허운전)","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","4980","26159","44598","37740","103103","76550",
"도로교통법(무면허운전)","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","2157","11684","21671","19251","890","51061",
"도로교통법(무면허운전)","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","196","901","1535","1812","42","1545",
"도로교통법(무면허운전)","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","279","581","839","983","31","965",
"도로교통법(무면허운전)","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","437","637","792","489","14","2018",
"도로교통법(무면허운전)","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","463","3052","5803","4023","34","3843",
"도로교통법(무면허운전)","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","408","1559","2036","1784","61","2643",
"도로교통법(무면허운전)","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","393","2839","4023","3024","85","5398",
"도로교통법(무면허운전)","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","219","2023","2978","2216","61","3613",
"도로교통법(무면허운전)","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","215","1942","2911","2355","108","2984",
"도로교통법(무면허운전)","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","128","607","1214","1240","109","1453",
"도로교통법(무면허운전)","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","85","334","796","563","101668","1027",
"도로교통법(음주운전)","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","40769","80133","133364","191589","446901","330575",
"도로교통법(음주운전)","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","18955","39958","71653","107070","3836","226553",
"도로교통법(음주운전)","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","3124","3312","4725","8756","186","6064",
"도로교통법(음주운전)","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","623","1060","1601","2566","79","3858",
"도로교통법(음주운전)","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","876","1491","2066","1701","38","5372",
"도로교통법(음주운전)","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","2593","7128","16956","20019","98","10689",
"도로교통법(음주운전)","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","3040","4348","5193","7523","141","9946",
"도로교통법(음주운전)","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","4011","7507","10595","15759","296","23315",
"도로교통법(음주운전)","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","2558","6562","8374","11156","255","17792",
"도로교통법(음주운전)","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","4210","7211","9672","13557","347","20541",
"도로교통법(음주운전)","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","633","1299","2062","3034","161","4546",
"도로교통법(음주운전)","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","146","257","467","448","441464","1899",
"도로교통법(음주측정거부)","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","366","689","1171","1727","5453","4117",
"도로교통법(음주측정거부)","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","170","264","474","788","49","2652",
"도로교통법(음주측정거부)","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","28","26","39","76","3","127",
"도로교통법(음주측정거부)","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","10","15","16","36","2","107",
"도로교통법(음주측정거부)","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","10","9","17","21","1","114",
"도로교통법(음주측정거부)","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","26","73","216","240","5","142",
"도로교통법(음주측정거부)","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","17","46","42","70","1","133",
"도로교통법(음주측정거부)","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","40","84","118","150","5","276",
"도로교통법(음주측정거부)","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","21","71","95","134","6","246",
"도로교통법(음주측정거부)","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","25","78","110","165","3","210",
"도로교통법(음주측정거부)","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","8","18","29","39","-","67",
"도로교통법(음주측정거부)","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","11","5","15","8","5378","43",
"도로법","합계","범죄발생부터 인지까지의 기간[건]","건","41786","40166","21276","22750","24345","18754","26636","32499","32464","46693","46089","48217","43825",
"도로법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","443","611","501","680","638","524","1073","1932","1030","3457","2618","997","1342",
"도로법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","20","111","84","86","94","87","158","279","183","91","93","228","379",
"도로법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","41","87","66","43","97","96","266","399","295","372","235","356","558",
"도로법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","42","68","42","57","162","167","403","470","595","490","257","383","419",
"도로법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","153","189","143","308","533","373","673","1092","918","895","652","1888","2540",
"도로법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","115","131","109","330","467","415","858","1324","1087","1780","1041","436","1114",
"도로법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","836","541","1057","1772","1788","2255","2697","2117","2375","1841","942","1801",
"도로법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","2972","4008","1590","2415","2589","2213","3685","4445","4687","5929","6387","1454","4898",
"도로법","30일 이내","범죄발생부터 인지까지의 기간[건]","건","12085","","","","","","","","","","","","",
"도로법","90일 이내","범죄발생부터 인지까지의 기간[건]","건","14906","","","","","","","","","","","","",
"도로법","90일 이상","범죄발생부터 인지까지의 기간[건]","건","9654","","","","","","","","","","","","",
"도로법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","14122","6602","7378","7441","5317","8474","9861","11716","15800","20650","3971","19567",
"도로법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","14349","7392","6966","6827","4870","5622","7051","6461","9726","9573","1358","8334",
"도로법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","5654","4206","3430","3725","2904","3169","2949","3375","5778","2742","36204","2873",
